embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99,embedding_100,embedding_101,embedding_102,embedding_103,embedding_104,embedding_105,embedding_106,embedding_107,Label
0.0116791914,-0.0117696874,0.0151652505,0.00153109553,-0.00653436021,-0.0173815946,0.0071349826,0.00810773889,-0.00285223241,0.00828716736,0.0185974895,-0.0194037251,-0.00038265487,-0.0136821281,0.00199734742,0.0106653298,0.00758584055,0.00660413325,-0.00970667121,0.0150950317,0.00907054682,0.0140341834,0.00947417124,-0.0155755027,-0.00369770019,0.000885544837,-0.016644093,-0.00068625849,0.0108411378,0.00659296672,-0.0091926864,0.015781048,-0.0152473486,-0.0117221056,-0.00674847012,-0.00930256715,-0.011511002,0.00169554981,0.0226593945,-0.00873400303,-0.00898941552,0.00269650184,-0.00129055616,-0.00459313357,-0.00364785795,-0.00853943495,-0.000743585585,-0.00920860727,0.0124555009,0.0231278971,0.00637006041,-0.0144393374,0.00577795802,0.0190206667,0.00730006737,0.0083866421,-0.0144668842,-0.00336344404,-0.0169149197,0.0145563214,0.0108378898,-0.0183024866,0.0153185565,0.000332269638,476.644135,37.8176923,1041.6875,12.1280769,525.628462,2.79528846,496.361154,2.93701923,39.6889423,2.21413462,334.797404,0.926923077,1551.79538,1441.85721,8.93586538,0.840576923,2.80663462,0.0214423077,0.678846154,0.0259615385,0.408653846,0.0148076923,5.98413462,0.0164423077,0.659134615,0.00490384615,0.0336538462,0.0214423077,0.0399038462,0.00355769231,2.49759615,0.0775961538,0.0192307692,0.0,0.00961538462,0.0,0.163461538,0.0,0.00961538462,0.0,0.0,0.0,0.0,0.0,0
0.0117312658,-0.00137150524,0.025019117,-0.0156997438,-0.0155592434,-0.0224432818,0.00507608493,0.0112792241,-0.00706125862,0.0062148112,0.0257590514,-0.0160022687,0.00650974581,-0.00801630478,-0.00243019975,0.00112016601,0.00390548576,0.00752841124,-0.0127961594,0.0130239931,0.0198182965,0.0107528077,0.00914612198,-0.00308710467,-0.00931014644,0.0115932382,-0.02957659,-0.00631362723,0.00948340428,-0.00607108267,-0.0104786726,0.00563181585,-0.00781179111,-0.0108893351,0.00713194577,0.00470019408,0.00237960789,0.00427229542,0.015432996,-0.00222740406,0.00980320474,-0.00310259173,-0.00810170029,-0.00123811008,-0.00184290604,-0.0106939659,0.00354203454,-0.0151998596,0.00181247427,0.0133004313,0.00968810766,-0.00208822722,0.00191879462,0.0186159366,0.0152252139,0.0123924832,-0.00117593624,-0.0154797842,-0.00639294821,0.00995738877,0.0140687069,-0.015277491,-0.00353742197,-0.00153075248,469.826827,26.8600962,1036.45721,2.575,526.840096,3.19903846,501.137981,3.45201923,39.6375962,2.30086538,337.141538,0.986346154,1752.22394,1588.50673,8.84105769,0.667884615,2.80153846,0.0248076923,0.676923077,0.0249038462,0.407211538,0.0147115385,6.03105769,0.0180769231,0.658173077,0.00490384615,0.0341346154,0.0217307692,0.0403846154,0.00394230769,2.29875,0.0277884615,0.0192307692,0.0,0.00961538462,0.0,0.163461538,0.0,0.00961538462,0.0,0.0,0.0,0.0,0.0,0
0.0178287839,-0.000307326671,0.0165283025,0.00923369594,-0.0129950131,-0.0142817378,0.00477046656,0.0156605683,-0.0131648353,-0.00265355683,0.00730722168,-0.0194558906,-0.00374607813,-0.0116173323,-0.000987223099,0.00354764292,0.0109868737,0.00232170904,-0.0106936367,0.0113179791,0.0178752008,0.021504508,0.00668104853,-0.020685566,-0.0152231333,0.0131155229,-0.0271864608,0.00295439696,-0.0109264212,0.00126837538,-0.00523952542,0.0104747796,-0.0191157113,-0.016631336,0.00171738455,-0.00696552713,0.00622314559,0.00325610848,0.0148433786,-0.00171786128,0.00456571792,-0.00153904062,-0.00264927431,0.000466755108,0.00278343728,-0.0175248705,-0.000374156391,-0.0119678756,-0.00147461508,0.0166294262,0.0065681334,-0.00869765537,0.00352618929,0.0233038378,0.00460691532,0.0175776673,0.0120709488,-0.0167124574,-0.00888447367,-0.00670517164,0.00900178184,-0.0178788734,0.00834340147,0.00398636505,502.704135,54.4834615,1041.90058,3.87692308,521.206346,7.08490385,608.188269,71.34,40.0053846,2.48701923,338.088654,1.03759615,1611.34356,1412.08038,8.84759615,0.839903846,2.80182692,0.0243269231,0.666826923,0.0341346154,0.410096154,0.0147115385,6.08317308,0.0225961538,0.658653846,0.00490384615,0.0360576923,0.0214423077,0.0399038462,0.00355769231,2.27442308,0.00634615385,0.0192307692,0.0,0.00961538462,0.0,0.163461538,0.0,0.00961538462,0.0,0.0,0.0,0.0,0.0,0
0.00898300547,0.00421996759,0.0242233268,0.0103568978,-0.00627608594,-0.0210460079,0.00883896857,0.00389144682,-0.00329946633,-0.00290880775,0.0172583311,-0.0175534012,-0.00908617887,-0.0100917242,-0.00409669117,0.00709298164,0.00925448644,0.00800321765,-0.0117184013,0.0126332042,0.027175617,0.0221457999,0.0185617115,-0.0162626043,-0.000790870211,0.0100379389,-0.0211377199,0.00131721676,-0.00370746749,0.000611081527,0.00336571529,0.0135237961,-0.00865570083,-0.0108869639,0.0021462097,-0.00402726914,0.0128218666,-8.18155419e-05,0.0143719747,-0.00221194621,0.00100085806,-0.00307414448,-0.00154494168,-0.00230283987,-0.00350611958,-0.00430761174,-0.0017239614,-0.00792202601,0.00376322982,0.0210331855,0.000155199328,0.0031968401,0.00502650301,0.0115689336,0.0109085748,0.0198038878,-0.00169395135,-0.00366226218,-0.0132412671,0.00779009736,0.0131019578,-0.0260523989,0.0115495094,0.00474507986,519.617308,26.4559615,1040.145,2.89798077,519.312885,3.26028846,650.297404,4.49817308,40.0876923,2.23038462,335.423558,1.93201923,1550.96192,1442.03202,8.89653846,0.675576923,2.79730769,0.0177884615,0.662980769,0.0293269231,0.408653846,0.0148076923,6.16076923,0.0286538462,0.659134615,0.00490384615,0.0336538462,0.0214423077,0.0399038462,0.00355769231,2.42028846,0.122307692,0.0192307692,0.0,0.00961538462,0.0,0.163461538,0.0,0.00961538462,0.0,0.0,0.0,0.0,0.0,1
0.00848731151,-0.0103644551,0.0227176104,0.000335715514,-0.00610010444,-0.0127037244,0.00616366219,0.000706713271,-0.00450747947,-0.00235928129,0.00956057757,-0.0177346196,-0.0015618675,-0.0103646378,-0.00433231632,0.00915419962,-0.0026286981,-0.00396551185,-0.00623776515,0.0244914187,0.0141701196,0.0139821287,0.0152964237,-0.0152555383,-0.00651431515,0.0141989286,-0.0230666049,0.00174250713,-0.00124240612,0.000978266415,-0.00540188108,0.00376761368,-0.0155632132,-0.0157502986,0.00395415039,-0.00591009877,-0.00256519972,0.00195995065,0.0134292867,0.00258914483,-0.00798171675,0.00431260246,-7.97727217e-05,-0.00731663067,0.000910102855,-0.00419062322,0.00439905361,-0.0140081861,-0.00558035498,0.00913516246,-0.00185923854,-0.00767987573,0.00625140277,0.0218695489,-0.00466963759,0.011775488,-0.00275072441,-0.0188747058,-0.00899070605,0.0114745992,0.00321220932,-0.0260970296,-0.00418943439,0.00609270559,519.531635,32.6895192,1035.67346,2.54846154,526.930673,18.22875,650.713558,4.69086538,39.55875,2.94394231,334.483654,3.93298077,1754.60817,1600.00885,8.39653846,0.916634615,2.80019231,0.0214423077,0.652403846,0.0285576923,0.407307692,0.0241346154,6.24259615,0.0241346154,0.671442308,0.0324038462,0.0341346154,0.0217307692,0.0403846154,0.00394230769,2.96798077,0.126346154,0.0192307692,0.0,0.00961538462,0.0,0.163461538,0.0,0.00961538462,0.0,0.0,0.0,0.0,0.0,1
0.0177703206,0.00297151073,0.0215630223,0.0101342669,-0.00519833141,-0.0198367031,0.00380937744,0.00154601242,-0.00961005206,-0.000297493319,0.0176785229,-0.0271862208,-0.00439419228,-0.00764955081,-0.0062932018,0.00968034635,-0.000704444685,-0.00366912023,-0.0132766539,0.0191921627,0.0193323303,0.0191211998,0.0173450872,-0.00964241355,-0.0023645413,0.00413572143,-0.01790438,-0.00742911487,-0.00662302201,-0.00521958638,0.00209049906,0.00545579628,-0.0125153786,-0.00850462061,-0.00703526736,-0.0109405641,0.00815439109,-0.000171467501,0.00418124484,0.00382344671,-0.0147090618,-0.00834606061,-0.00215732539,-0.00854901712,-0.00296446359,-0.0133550886,0.00780575271,-0.00949451112,0.00516987491,0.0189045913,0.00364353855,0.00272479299,-0.0018105617,0.0178088588,0.00034194102,0.0151488958,0.00444884906,-0.00477938705,-0.0117801079,0.0117972259,0.00953992351,-0.0179717961,0.00679532091,-0.00681739399,542.348462,30.9694231,1035.39048,6.00278846,939.795385,243.475865,643.618173,5.07625,42.9350962,1.63365385,329.223365,2.25096154,1606.25067,1411.72481,8.68326923,0.728557692,2.80153846,0.0235576923,0.653653846,0.0161538462,0.390865385,0.0147115385,6.19028846,0.0435576923,0.658653846,0.00490384615,0.0360576923,0.0214423077,0.0399038462,0.00355769231,3.29153846,0.0645192308,0.0192307692,0.0,0.00961538462,0.0,0.163461538,0.0,0.00961538462,0.0,0.0,0.0,0.0,0.0,1
0.0114716521,0.00205114664,0.0203332396,0.00302435135,-0.00557293651,-0.0172907281,0.0147737639,-0.0033695536,-0.0128679568,0.00165834406,0.0143622656,-0.0217705286,0.00153455301,-0.00787305985,0.00234616175,0.0168833068,0.00344005745,0.0016411925,-0.00134504877,0.0233852158,0.018153757,0.0206196404,0.0104964973,-0.0104632577,-0.0105501676,0.00364352926,-0.0184365529,0.0018630356,0.0101691975,0.00528004356,0.0068981414,0.0103177194,-0.0148167409,-0.0164606884,-0.00652869826,-0.00684804539,0.00620645434,-0.000796977395,0.0186158614,0.0070465316,0.0050474754,-0.0078371407,-0.00256909697,0.000780583138,-0.00107356927,-0.00945070849,-2.45273113e-05,-0.0160589657,0.00183688512,0.0234491013,-0.00160419859,-0.00815861395,0.00165221381,0.0132102723,-0.00353427544,0.01290452,-0.00411724455,-0.00308221383,-0.0164209489,0.00690425705,0.0125000224,-0.022432347,0.00794755859,0.00314468298,0.0,0.0,0.0,0.0,1833.75076,347.3,638.221714,3.73209524,42.9653333,0.99847619,326.348381,1.862,1532.32638,1427.83819,8.20180952,0.714666667,2.77114286,0.0197142857,0.64952381,0.0143809524,0.385714286,0.0146666667,6.08047619,0.0103809524,0.652857143,0.00485714286,0.0333333333,0.0212380952,0.0395238095,0.00352380952,3.32380952,0.0,0.019047619,0.0,0.00952380952,0.0,0.161904762,0.0,0.00952380952,0.0,0.0,0.0,0.0,0.0,1
0.00439135613,-0.00325948207,0.0120852692,0.00499740921,-0.0172199178,-0.0185148238,0.00439001575,-0.000983429132,-0.0106415688,0.00695350685,0.0203380198,-0.0171560143,0.00143713213,-0.0187116842,0.00398876883,0.0154230987,0.0136957088,0.00938386485,-0.00577145538,0.0276881433,0.0138511148,0.0234889682,0.0183970532,-0.0128343444,-0.00160160205,0.00823654324,-0.0203428213,0.00229571547,-2.73733622e-05,0.00837349679,-0.00360903924,0.0128398457,-0.0130958614,-0.00597477795,-0.0149866697,-0.0111710925,0.00543140427,-0.00953334185,0.0142640655,-0.00187936603,-0.000179019752,-0.0141800333,0.00848167468,-0.00793490132,-0.00569673211,-0.00656820002,0.0065123985,-0.00701815662,0.0182927532,0.0203411904,0.00997001124,-0.00763557408,0.00756790837,0.0256186858,-0.00664301742,0.0172335208,0.00322874309,-0.00280327549,-0.00188448759,0.0191182577,0.0127511648,-0.0178901159,0.00459204557,0.00348685004,0.0,0.0,0.0,0.0,2861.65457,307.725143,559.765143,79.6574286,43.2234286,1.60352381,325.298286,1.0167619,1730.93343,1573.35505,8.40971429,0.807238095,2.77361905,0.0222857143,0.646666667,0.0134285714,0.389238095,0.0193333333,6.06095238,0.0123809524,0.651904762,0.00485714286,0.0338095238,0.0215238095,0.04,0.0039047619,3.26819048,0.0783809524,0.019047619,0.0,0.00952380952,0.0,0.161904762,0.0,0.00952380952,0.0,0.0,0.0,0.0,0.0,1
0.0115218838,-0.00378682618,0.0151347107,-0.00240123279,-0.0113492075,-0.0224436568,0.0140229699,0.00113876166,-0.0120996889,-0.00396341687,0.0212550394,-0.013112525,0.00388524681,-0.00863523068,-0.00270939018,0.00727375742,-0.000909126113,0.0087515328,-0.012987932,0.0243881128,0.0223736064,0.0147199102,0.0124429093,-0.0134351529,-0.00493349719,0.00881727434,-0.0323738906,0.00139909305,0.00109657996,0.00554900534,-0.000801766685,0.0126213257,-0.00840203708,-0.012253354,0.000112288793,-0.00179958307,0.00476417305,0.00313958518,0.020573132,0.00666792906,-0.0078124328,-0.00214228304,0.00232565163,-0.0165724124,-0.00708192078,-0.00481424345,0.0114214163,-0.0149148084,0.00783826278,0.0161213289,0.00515503923,0.00440542506,-0.00496542435,0.0191956978,0.00682604235,0.0135593398,0.00269460503,-0.00585455175,-0.00841134359,0.000855129248,0.0121094185,-0.0296821163,0.00634658946,-0.00872850661,478.395769,0.0,1030.12663,0.0,3443.59692,0.0,487.709135,0.0,42.1685577,0.0,330.913269,0.0,1634.48683,0.0,8.05134615,0.0,2.80605769,0.0,0.653846154,0.0,0.392403846,0.0,6.07355769,0.0,0.658653846,0.0,0.0345192308,0.0,0.0400961538,0.0,3.00278846,0.0,0.0192307692,0.0,0.00961538462,0.0,0.163461538,0.0,0.00961538462,0.0,0.0,0.0,0.0,0.0,1
0.00755642,-0.00264956,0.00894094,-0.00258808,-0.00022241,-0.01977282,0.0165781,-0.00137195,-0.0164532,0.00452234,0.02341988,-0.01935361,0.00181796,-0.01359039,-0.00181681,0.01003081,0.00329754,0.00463777,-0.0008201,0.01358665,0.01270551,0.01655737,0.00850508,-0.00861013,0.00301022,0.00138959,-0.01590911,-0.00095908,0.00046507,0.00975465,-0.00480524,0.01241879,-0.01476711,-0.01588409,-0.01349565,-0.00797303,0.00321212,0.00730697,0.02570265,-0.00474009,-0.00229305,0.0027995,-0.00681365,-0.01216456,-0.00330793,0.00035059,-0.00121961,-0.01485311,0.01672119,0.01378137,0.00943984,0.00346835,0.00899355,0.01720718,0.00173715,0.00333342,-0.00772426,-0.0052324,-0.00947948,0.00977298,0.00402762,-0.01982915,0.00476355,0.00315143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
